player,team,shirt_number,nation,position,age,minutes,goals,assists,penalty_shoot_on_goal,penalty_shoot,total_shoot,Shoot on Target,yellow_cards,red_cards,touches,dribbles,tackles,blocks,expected_goals_xg,non_penalty_xg_npxg,expected_assists_xag,shot_creating_actions,goal_creating_actions,passes_completed,passes_attempted,pass_completed_%,progressive_passes,carries,progressive_carries,dribble_attempts,successful_dribbles,date
Pedro,Lazio,9,ESP,RW,37,59,0,0,0,0,1,0,0,0,40,1,0,0,0.1,0.1,0.0,1,1,28,37,75.7,2,16,0,1,1,2024-11-10
Gustav Isaksen,Lazio,18,DEN,RW,23,31,0,0,0,0,1,0,1,0,11,0,0,1,0.1,0.1,0.0,3,0,3,5,60.0,1,5,5,2,2,2024-11-10
Matías Vecino,Lazio,5,URU,LM,33,90,0,0,0,0,1,1,0,0,45,3,2,2,0.1,0.1,0.2,3,0,26,32,81.3,1,15,0,0,0,2024-11-10
Nicolò Rovella,Lazio,6,ITA,CM,22,90,0,0,0,0,1,1,0,0,73,2,2,0,0.0,0.0,0.1,2,0,58,64,90.6,1,44,3,0,0,2024-11-10
Mattéo Guendouzi,Lazio,8,FRA,RM,25,89,0,1,0,0,1,0,0,0,65,1,0,1,0.1,0.1,0.8,5,1,51,56,91.1,9,33,2,1,0,2024-11-10
Samuel Gigot,Lazio,2,FRA,RM,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,77.75350788002035,0,0,0,0,0,2024-11-10
Nuno Tavares,Lazio,30,POR,LB,24,74,0,0,0,0,2,0,0,0,49,2,1,0,0.0,0.0,0.1,2,0,31,42,73.8,4,22,6,3,1,2024-11-10
Tijjani Noslin,Lazio,14,NED,LW,25,16,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,1,0,3,4,75.0,0,4,0,2,0,2024-11-10
Alessio Romagnoli,Lazio,13,ITA,CB,29,90,0,0,0,0,0,0,0,0,68,4,1,1,0.0,0.0,0.0,0,0,55,57,96.5,2,28,0,0,0,2024-11-10
Mario Gila,Lazio,34,ESP,CB,24,90,0,0,0,0,0,0,0,0,58,3,0,0,0.0,0.0,0.0,0,0,46,50,92.0,1,30,0,0,0,2024-11-10
Adam Marušić,Lazio,77,MNE,RB,32,90,0,0,0,0,1,0,0,0,54,2,0,1,0.0,0.0,0.0,0,0,36,47,76.6,4,13,0,0,0,2024-11-10
Ivan Provedel,Lazio,94,ITA,GK,30,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,31,38,81.6,0,19,0,0,0,2024-11-10
Lautaro Martínez,Internazionale,10,ARG,FW,27,88,0,0,0,0,2,0,0,0,28,0,1,0,0.2,0.2,0.0,1,0,13,17,76.5,1,15,0,0,0,2024-11-10
Marko Arnautović,Internazionale,8,AUT,FW,35,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0,2024-11-10
Marcus Thuram,Internazionale,9,FRA,FW,27,81,0,0,0,0,0,0,0,0,31,0,0,2,0.0,0.0,0.0,3,0,16,19,84.2,1,8,1,2,0,2024-11-10
Mehdi Taremi,Internazionale,99,IRN,FW,32,9,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,0,0,0,0,77.75350788002035,0,1,0,0,0,2024-11-10
Henrikh Mkhitaryan,Internazionale,22,ARM,CM,35,90,0,0,0,0,0,0,0,0,67,2,1,0,0.0,0.0,0.0,3,0,50,60,83.3,6,30,0,0,0,2024-11-10
Hakan Çalhanoğlu,Internazionale,20,TUR,CM,30,81,1,0,0,1,3,1,0,0,78,0,0,0,0.9,0.1,0.0,2,0,61,72,84.7,6,33,2,0,0,2024-11-10
Piotr Zieliński,Internazionale,7,POL,CM,30,9,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,5,6,83.3,1,4,0,0,0,2024-11-10
Nicolò Barella,Internazionale,23,ITA,CM,27,90,0,0,0,0,3,1,0,0,77,5,1,4,0.2,0.2,0.2,4,0,42,61,68.9,4,32,2,2,2,2024-11-10
Federico Dimarco,Internazionale,32,ITA,WB,27,81,0,0,0,0,2,1,0,0,53,1,2,3,0.1,0.1,0.0,3,1,28,43,65.1,2,23,0,1,0,2024-11-10
Matteo Darmian,Internazionale,36,ITA,WB,34,9,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,1,1,2024-11-10
Denzel Dumfries,Internazionale,2,NED,WB,28,90,0,0,0,0,0,0,1,0,34,0,0,2,0.0,0.0,0.1,4,0,23,28,82.1,6,9,0,4,0,2024-11-10
Alessandro Bastoni,Internazionale,95,ITA,CB,25,88,0,1,0,0,0,0,0,0,75,4,0,3,0.0,0.0,0.0,1,1,53,63,84.1,3,24,2,0,0,2024-11-10
Stefan de Vrij,Internazionale,6,NED,CB,32,2,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,1,0,0,0,2024-11-10
Francesco Acerbi,Internazionale,15,ITA,CB,36,90,0,0,0,0,1,1,0,0,78,0,4,0,0.1,0.1,0.0,1,0,62,67,92.5,3,32,0,1,1,2024-11-10
Benjamin Pavard,Internazionale,28,FRA,CB,28,90,0,0,0,0,1,0,0,0,71,3,4,0,0.1,0.1,0.0,1,0,57,62,91.9,5,42,2,0,0,2024-11-10
Yann Sommer,Internazionale,1,SUI,GK,35,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,30,37,81.1,0,22,0,0,0,2024-11-10
Romelu Lukaku,Napoli,11,BEL,FW,31,76,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,1,0,10,14,71.4,1,7,1,2,1,2024-11-10
Giovanni Simeone,Napoli,18,ARG,FW,29,14,0,0,0,0,1,0,0,0,5,0,0,0,0.2,0.2,0.0,0,0,1,2,50.0,0,5,0,0,0,2024-11-10
Khvicha Kvaratskhelia,Napoli,77,GEO,LW,23,90,0,0,0,0,2,1,0,0,45,1,0,1,0.1,0.1,0.1,2,0,31,35,88.6,6,28,5,4,1,2024-11-10
Matteo Politano,Napoli,21,ITA,RW,31,83,0,0,0,0,0,0,0,0,35,0,0,2,0.0,0.0,0.0,0,0,15,25,60.0,2,17,2,1,0,2024-11-10
Cyril Ngonge,Napoli,26,BEL,RW,24,7,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.2,1,0,5,6,83.3,1,7,0,1,0,2024-11-10
Scott McTominay,Napoli,8,SCO,LM,27,90,1,0,0,0,1,1,0,0,46,0,0,0,0.3,0.3,0.0,0,0,27,33,81.8,3,24,2,5,1,2024-11-10
Billy Gilmour,Napoli,6,SCO,CM,23,59,0,0,0,0,0,0,0,0,36,2,0,1,0.0,0.0,0.0,0,0,26,30,86.7,1,15,0,0,0,2024-11-10
Stanislav Lobotka,Napoli,68,SVK,CM,29,31,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,19,21,90.5,0,7,0,0,0,2024-11-10
Andre-Frank Zambo Anguissa,Napoli,99,CMR,RM,28,90,0,0,0,0,0,0,0,0,57,2,1,2,0.0,0.0,0.1,3,0,35,45,77.8,3,22,1,1,0,2024-11-10
Mathías Olivera,Napoli,17,URU,LB,27,90,0,0,0,0,0,0,0,0,70,4,3,1,0.0,0.0,0.0,0,0,43,58,74.1,2,24,0,1,1,2024-11-10
Alessandro Buongiorno,Napoli,4,ITA,CB,25,90,0,0,0,0,0,0,0,0,74,3,3,2,0.0,0.0,0.0,0,0,50,61,82.0,3,28,0,0,0,2024-11-10
Amir Rrahmani,Napoli,13,KVX,CB,30,90,0,1,0,0,1,0,0,0,65,0,1,0,0.1,0.1,0.3,1,1,45,53,84.9,1,25,0,0,0,2024-11-10
Giovanni Di Lorenzo,Napoli,22,ITA,RB,31,90,0,0,0,0,0,0,0,0,60,1,0,0,0.0,0.0,0.0,1,0,44,58,75.9,2,22,1,0,0,2024-11-10
Alex Meret,Napoli,1,ITA,GK,27,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,25,32,78.1,0,13,0,0,0,2024-11-10
Daniel Mosquera,Hellas Verona,35,COL,FW,25,45,0,0,0,0,1,0,0,0,10,0,0,0,0.1,0.1,0.0,2,0,7,8,87.5,0,4,0,0,0,2024-11-23
Amin Sarr,Hellas Verona,9,SWE,FW,23,45,0,0,0,0,0,0,0,0,11,2,0,0,0.0,0.0,0.0,0,0,5,10,50.0,0,8,0,1,1,2024-11-23
Casper Tengstedt,Hellas Verona,11,DEN,FW and AM,24,68,0,0,0,0,3,0,0,0,18,0,0,0,0.3,0.3,0.0,1,0,13,15,86.7,3,8,3,0,0,2024-11-23
Tomáš Suslov,Hellas Verona,31,SVK,FW,22,22,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,1,0,7,8,87.5,1,6,0,0,0,2024-11-23
Abdou Harroui,Hellas Verona,18,NED,LW and CM,26,45,0,0,0,0,0,0,0,0,29,0,2,2,0.0,0.0,0.0,1,0,15,19,78.9,1,20,2,3,1,2024-11-23
Daniel Bandeira,Hellas Verona,21,POR,CM,24,45,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,25,26,96.2,2,17,0,0,0,2024-11-23
Reda Belahyane,Hellas Verona,6,MAR,CM and DM,20,90,0,0,0,0,0,0,1,0,46,2,1,1,0.0,0.0,0.1,3,0,35,37,94.6,0,28,1,3,2,2024-11-23
Suat Serdar,Hellas Verona,25,GER,CM and DM,27,90,0,0,0,0,3,0,0,0,54,0,0,0,0.1,0.1,0.0,2,0,35,45,77.8,5,39,2,2,1,2024-11-23
Domagoj Bradarić,Hellas Verona,12,CRO,LB and WB,24,45,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.1,2,0,14,20,70.0,0,10,1,1,0,2024-11-23
Darko Lazović,Hellas Verona,8,SRB,WB,34,45,0,0,0,0,1,1,0,0,15,1,0,0,0.0,0.0,0.0,0,0,5,9,55.6,0,7,2,2,1,2024-11-23
Jackson Tchatchoua,Hellas Verona,38,CMR,WB and RW,23,90,0,0,0,0,0,0,0,0,34,0,0,1,0.0,0.0,0.1,3,0,22,27,81.5,0,23,5,2,0,2024-11-23
Paweł Dawidowicz,Hellas Verona,27,POL,CB,29,45,0,0,0,0,0,0,1,0,36,1,0,0,0.0,0.0,0.0,0,0,28,31,90.3,0,21,0,0,0,2024-11-23
Daniele Ghilardi,Hellas Verona,87,ITA,CB,21,45,0,0,0,0,0,0,0,0,23,1,0,0,0.0,0.0,0.0,0,0,19,19,100.0,2,13,0,0,0,2024-11-23
Giangiacomo Magnani,Hellas Verona,23,ITA,CB,29,90,0,0,0,0,0,0,0,0,36,1,0,0,0.0,0.0,0.0,0,0,27,29,93.1,2,23,0,0,0,2024-11-23
Flavius Daniliuc,Hellas Verona,4,AUT,CB and RB,23,90,0,0,0,0,1,1,0,0,53,4,0,0,0.0,0.0,0.0,1,0,41,44,93.2,5,33,3,1,1,2024-11-23
Lorenzo Montipò,Hellas Verona,1,ITA,GK,28,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,13,22,59.1,0,15,0,0,0,2024-11-23
Joaquín Correa,Internazionale,11,ARG,FW and AM,30,90,1,2,0,0,3,1,0,0,42,0,0,0,0.7,0.7,1.4,2,1,30,35,85.7,3,24,0,0,0,2024-11-23
Marcus Thuram,Internazionale,9,FRA,FW,27,61,2,1,0,0,2,2,0,0,16,1,0,0,1.7,1.7,0.4,2,2,10,12,83.3,2,12,3,1,1,2024-11-23
Marko Arnautović,Internazionale,8,AUT,FW,35,29,0,0,0,0,0,0,1,0,12,2,1,0,0.0,0.0,0.1,1,0,8,10,80.0,1,3,0,0,0,2024-11-23
Henrikh Mkhitaryan,Internazionale,22,ARM,CM and LW,35,90,0,0,0,0,1,0,0,0,76,2,0,2,0.0,0.0,0.0,2,1,61,68,89.7,8,42,4,1,1,2024-11-23
Kristjan Asllani,Internazionale,21,ALB,CM and DM,22,90,0,1,0,0,1,1,0,0,128,0,1,3,0.0,0.0,0.1,2,1,115,121,95.0,3,70,3,0,0,2024-11-23
Nicolò Barella,Internazionale,23,ITA,CM,27,45,0,0,0,0,0,0,0,0,34,1,0,1,0.0,0.0,0.0,3,2,25,31,80.6,1,17,0,1,0,2024-11-23
Piotr Zieliński,Internazionale,7,POL,CM and DM,30,45,0,0,0,0,1,1,0,0,37,0,0,0,0.1,0.1,0.0,0,0,33,34,97.1,2,31,1,2,0,2024-11-23
Carlos Augusto,Internazionale,30,BRA,WB,25,73,0,0,0,0,1,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,37,39,94.9,3,29,1,1,0,2024-11-23
Tajon Buchanan,Internazionale,17,CAN,RB,25,17,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,2,0,13,15,86.7,1,12,3,4,2,2024-11-23
Matteo Darmian,Internazionale,36,ITA,WB and LB and CB,34,90,0,0,0,0,0,0,0,0,71,3,0,2,0.0,0.0,0.2,2,0,58,65,89.2,4,34,1,0,0,2024-11-23
Alessandro Bastoni,Internazionale,95,ITA,CB,25,61,0,1,0,0,0,0,0,0,102,1,0,1,0.0,0.0,1.1,4,1,91,97,93.8,5,62,1,1,0,2024-11-23
Davide Frattesi,Internazionale,16,ITA,RW and WB,25,29,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,11,12,91.7,0,6,0,1,0,2024-11-23
Francesco Acerbi,Internazionale,15,ITA,CB,36,14,0,0,0,0,1,0,0,0,24,0,0,0,0.1,0.1,0.0,1,0,21,22,95.5,1,15,0,0,0,2024-11-23
Stefan de Vrij,Internazionale,6,NED,CB,32,76,1,0,0,0,1,1,0,0,145,1,0,1,0.1,0.1,0.0,2,2,132,138,95.7,3,86,0,2,1,2024-11-23
Yann Aurel Bisseck,Internazionale,31,GER,CB,23,90,1,0,0,0,1,1,0,0,100,1,1,2,0.5,0.5,0.0,1,0,87,91,95.6,5,61,3,0,0,2024-11-23
Yann Sommer,Internazionale,1,SUI,GK,35,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,37,39,94.9,0,22,0,0,0,2024-11-23
Álvaro Morata,Milan,7,ESP,FW,32,90,0,0,0,0,1,0,0,0,21,2,0,0,0.1,0.1,0.0,1,0,7,11,63.6,0,16,0,1,0,2024-11-23
Rafael Leão,Milan,10,POR,LW,25,90,0,0,0,0,0,0,1,0,43,1,0,0,0.0,0.0,0.1,2,0,26,31,83.9,2,30,3,8,3,2024-11-23
Yunus Musah,Milan,80,USA,RW,21,83,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,1,0,20,28,71.4,2,22,1,3,0,2024-11-23
Samuel Chukwueze,Milan,21,NGA,RW,25,7,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,1,0,5,10,50.0,1,9,2,0,0,2024-11-23
Tijjani Reijnders,Milan,14,NED,LM and RM,26,90,0,0,0,0,1,0,0,0,43,0,1,1,0.1,0.1,0.0,0,0,24,31,77.4,1,25,2,4,1,2024-11-23
Youssouf Fofana,Milan,29,FRA,CM,25,90,0,0,0,0,1,0,1,0,51,4,0,2,0.0,0.0,0.0,1,0,35,38,92.1,8,30,1,3,0,2024-11-23
Ruben Loftus-Cheek,Milan,8,ENG,RM,28,69,0,0,0,0,0,0,0,0,29,3,1,0,0.0,0.0,0.0,0,0,20,22,90.9,3,18,0,0,0,2024-11-23
Christian Pulisic,Milan,11,USA,LM,26,21,0,0,0,0,1,0,0,0,16,1,0,1,0.0,0.0,0.0,1,0,9,12,75.0,1,11,2,2,2,2024-11-23
Theo Hernández,Milan,19,FRA,LB,27,90,0,0,0,0,1,1,0,0,57,3,2,2,0.0,0.0,0.1,3,0,32,44,72.7,4,25,0,2,0,2024-11-23
Malick Thiaw,Milan,28,GER,CB,23,90,0,0,0,0,0,0,0,0,62,0,0,1,0.0,0.0,0.0,1,0,60,61,98.4,7,51,0,0,0,2024-11-23
Matteo Gabbia,Milan,46,ITA,CB,25,83,0,0,0,0,0,0,0,0,53,0,0,1,0.0,0.0,0.0,0,0,46,51,90.2,3,43,0,0,0,2024-11-23
Strahinja Pavlović,Milan,31,SRB,CB,23,7,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,7,0,0,0,2024-11-23
Emerson,Milan,22,BRA,RB,25,83,0,0,0,0,1,0,1,0,50,8,1,0,0.1,0.1,0.0,0,0,27,33,81.8,6,25,0,2,0,2024-11-23
Davide Calabria,Milan,2,ITA,RB,27,7,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,5,6,83.3,0,5,0,1,1,2024-11-23
Mike Maignan,Milan,16,FRA,GK,29,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,34,38,89.5,0,29,0,0,0,2024-11-23
Weston McKennie,Juventus,16,USA,FW,26,79,0,0,0,0,0,0,0,0,39,1,0,0,0.0,0.0,0.1,2,0,24,31,77.4,2,21,1,2,0,2024-11-23
Nicolò Fagioli,Juventus,21,ITA,FW,23,11,0,0,0,0,1,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,1,3,1,0,0,2024-11-23
Teun Koopmeiners,Juventus,8,NED,FW,26,90,0,0,0,0,1,0,0,0,38,1,0,1,0.1,0.1,0.0,0,0,20,28,71.4,2,16,2,0,0,2024-11-23
Kenan Yıldız,Juventus,10,TUR,AM,19,89,0,0,0,0,1,0,0,0,54,1,0,0,0.0,0.0,0.1,4,0,33,39,84.6,4,37,3,8,4,2024-11-23
Samuel Mbangula,Juventus,51,BEL,AM,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,77.75350788002035,0,0,0,0,0,2024-11-23
Francisco Conceição,Juventus,7,POR,AM,21,79,0,0,0,0,1,0,0,0,39,3,0,0,0.1,0.1,0.0,1,0,23,25,92.0,1,28,1,8,1,2024-11-23
Timothy Weah,Juventus,22,USA,AM,24,11,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,7,0,2,1,2024-11-23
Khéphren Thuram,Juventus,19,FRA,DM,23,90,0,0,0,0,1,1,0,0,80,6,0,1,0.0,0.0,0.0,1,0,54,61,88.5,1,45,4,4,3,2024-11-23
Manuel Locatelli,Juventus,5,ITA,DM,26,90,0,0,0,0,0,0,1,0,87,4,0,1,0.0,0.0,0.0,3,0,68,77,88.3,7,33,0,0,0,2024-11-23
Andrea Cambiaso,Juventus,27,ITA,LB,24,90,0,0,0,0,1,0,0,0,72,3,0,0,0.1,0.1,0.1,1,0,58,61,95.1,2,34,5,1,0,2024-11-23
Federico Gatti,Juventus,4,ITA,CB,26,90,0,0,0,0,1,1,1,0,78,0,0,0,0.0,0.0,0.0,0,0,69,73,94.5,3,55,3,0,0,2024-11-23
Pierre Kalulu,Juventus,15,FRA,CB,24,90,0,0,0,0,0,0,0,0,69,1,1,0,0.0,0.0,0.0,1,0,64,64,100.0,1,48,1,1,1,2024-11-23
Nicolò Savona,Juventus,37,ITA,RB,21,89,0,0,0,0,0,0,0,0,57,2,0,0,0.0,0.0,0.0,1,0,45,51,88.2,5,28,1,1,1,2024-11-23
Danilo,Juventus,6,BRA,RB,33,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,1,0,0,0,2024-11-23
Michele Di Gregorio,Juventus,29,ITA,GK,27,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,13,24,54.2,0,12,0,0,0,2024-11-23
Ange-Yoan Bonny,Parma,13,FRA,FW,21,70,0,0,0,0,2,1,0,0,45,1,0,0,0.2,0.2,0.0,2,0,25,32,78.1,3,28,1,2,1,2024-11-23
Mohamed Haj,Parma,61,TUN,DM,19,20,0,0,0,0,0,0,0,0,18,0,1,0,0.0,0.0,0.0,1,0,14,17,82.4,0,7,0,0,0,2024-11-23
Adrian Benedyczak,Parma,7,POL,LW,23,45,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,1,0,15,21,71.4,0,14,3,1,0,2024-11-23
Valentin Mihaila,Parma,28,ROU,LW,24,45,0,1,0,0,1,0,0,0,17,0,0,1,0.0,0.0,0.4,1,0,11,14,78.6,1,10,1,1,1,2024-11-23
Matteo Cancellieri,Parma,22,ITA,RW and FW,22,81,1,0,0,0,1,1,0,0,28,2,1,1,0.4,0.4,0.2,3,2,15,20,75.0,0,19,3,5,4,2024-11-23
Gabriel Charpentier,Parma,9,CGO,FW,25,9,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,1,2,1,2024-11-23
Dennis Man,Parma,98,ROU,AM,26,90,0,0,0,0,1,0,0,0,50,0,0,0,0.0,0.0,0.0,3,0,38,44,86.4,2,32,1,3,0,2024-11-23
Simon Sohm,Parma,19,SUI,DM,23,90,0,0,0,0,0,0,0,0,71,2,1,1,0.0,0.0,0.0,0,0,57,61,93.4,5,40,1,0,0,2024-11-23
Nahuel Estévez,Parma,8,ARG,DM,29,70,0,0,0,0,1,0,0,0,48,2,1,3,0.0,0.0,0.0,1,0,34,41,82.9,5,9,0,0,0,2024-11-23
Pontus Almqvist,Parma,11,SWE,RW,25,20,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,5,9,55.6,0,7,0,3,1,2024-11-23
Emanuele Valeri,Parma,14,ITA,LB,25,90,0,0,0,0,2,1,0,0,59,1,0,1,0.0,0.0,0.0,2,0,34,49,69.4,3,30,1,1,0,2024-11-23
Botond Balogh,Parma,4,HUN,CB,22,90,0,0,0,0,0,0,0,0,72,0,4,2,0.0,0.0,0.0,0,0,56,60,93.3,2,30,1,0,0,2024-11-23
Enrico Del Prato,Parma,15,ITA,CB,25,90,0,0,0,0,0,0,0,0,60,0,2,3,0.0,0.0,0.0,0,0,47,50,94.0,3,26,0,0,0,2024-11-23
Woyo Coulibaly,Parma,26,FRA,RB,25,70,0,0,0,0,1,0,0,0,61,0,0,2,0.0,0.0,0.0,1,0,45,52,86.5,1,33,1,0,0,2024-11-23
Antoine Hainaut,Parma,20,FRA,RB,22,20,0,0,0,0,0,0,0,0,23,1,0,2,0.0,0.0,0.0,0,0,13,20,65.0,1,11,0,0,0,2024-11-23
Zion Suzuki,Parma,31,JPN,GK,22,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,31,43,72.1,0,26,0,0,0,2024-11-23
Ademola Lookman,Atalanta,11,NGA,FW,27,81,1,0,0,0,5,2,0,0,44,0,0,2,0.5,0.5,0.3,7,1,25,34,73.5,2,29,8,2,1,2024-11-23
Lazar Samardzic,Atalanta,24,SRB,FW,22,9,0,0,0,0,0,0,0,0,14,1,1,0,0.0,0.0,0.0,1,0,9,12,75.0,1,8,0,0,0,2024-11-23
Mateo Retegui,Atalanta,32,ITA,FW,25,54,1,0,0,0,4,1,0,0,29,2,0,0,1.1,1.1,0.0,1,0,14,20,70.0,1,19,0,0,0,2024-11-23
Charles De Ketelaere,Atalanta,17,BEL,FW,23,36,0,0,0,0,0,0,0,0,18,0,1,0,0.0,0.0,0.1,1,0,12,17,70.6,1,11,2,1,1,2024-11-23
Mario Pašalić,Atalanta,8,CRO,AM,29,54,0,0,0,0,0,0,0,0,50,0,3,0,0.0,0.0,0.1,3,1,35,45,77.8,2,31,0,2,1,2024-11-23
Marco Brescianini,Atalanta,44,ITA,AM,24,36,0,0,0,0,1,0,0,0,25,2,0,2,0.1,0.1,0.0,0,0,15,20,75.0,2,17,1,0,0,2024-11-23
Éderson,Atalanta,13,BRA,CM,25,90,1,0,0,0,2,1,0,0,73,1,0,0,0.8,0.8,0.5,2,1,55,64,85.9,6,50,1,0,0,2024-11-23
Marten de Roon,Atalanta,15,NED,CM,33,90,0,0,0,0,0,0,1,0,84,2,0,1,0.0,0.0,0.0,1,0,62,76,81.6,7,52,2,0,0,2024-11-23
Matteo Ruggeri,Atalanta,22,ITA,WB,22,90,0,1,0,0,1,1,1,0,90,2,1,3,0.2,0.2,0.8,3,1,69,80,86.3,10,54,6,1,1,2024-11-23
Raoul Bellanova,Atalanta,16,ITA,WB,24,69,0,1,0,0,1,0,0,0,46,0,0,0,0.0,0.0,0.6,2,1,35,45,77.8,5,30,3,0,0,2024-11-23
Juan Cuadrado,Atalanta,7,COL,WB,36,21,0,1,0,0,0,0,0,0,25,0,0,2,0.0,0.0,0.2,1,1,17,21,81.0,0,14,2,3,2,2024-11-23
Rafael Tolói,Atalanta,2,ITA,CB,34,81,0,0,0,0,0,0,0,0,69,3,2,1,0.0,0.0,0.2,4,0,61,65,93.8,7,26,1,0,0,2024-11-23
Giorgio Scalvini,Atalanta,42,ITA,CB,20,9,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,0,0,11,14,78.6,1,5,0,0,0,2024-11-23
Isak Hien,Atalanta,4,SWE,CB,25,90,0,0,0,0,1,1,0,0,72,3,0,0,0.1,0.1,0.0,1,0,57,63,90.5,1,40,1,1,1,2024-11-23
Odilon Kossounou,Atalanta,3,CIV,CB,23,90,0,0,0,0,0,0,0,0,66,2,2,2,0.0,0.0,0.0,0,0,54,59,91.5,6,40,0,0,0,2024-11-23
Marco Carnesecchi,Atalanta,29,ITA,GK,24,90,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,9,16,56.3,0,6,0,0,0,2024-11-23
Andrea Pinamonti,Genoa,19,ITA,FW,25,88,0,0,0,0,7,2,0,0,40,0,0,1,0.4,0.4,0.0,4,1,14,23,60.9,1,16,0,0,0,2024-11-24
Mario Balotelli,Genoa,45,ITA,LW,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,77.75350788002035,0,0,0,0,0,2024-11-24
Fabio Miretti,Genoa,23,ITA,LW,21,76,1,0,0,0,3,2,0,0,43,1,1,2,0.8,0.8,0.2,3,0,22,30,73.3,4,23,4,5,1,2024-11-24
Johan Vásquez,Genoa,22,MEX,LB,26,14,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,2,0,2,2,100.0,1,2,0,0,0,2024-11-24
Alessandro Zanoli,Genoa,59,ITA,RW and RB,24,76,0,0,0,0,2,1,0,0,31,2,1,2,0.0,0.0,0.2,5,0,13,17,76.5,0,12,4,3,1,2024-11-24
Alessandro Vogliacco,Genoa,14,ITA,RB,26,14,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,1,0,12,15,80.0,0,5,0,0,0,2024-11-24
Morten Frendrup,Genoa,32,DEN,CM,23,90,1,0,0,0,3,1,0,0,60,5,0,3,0.2,0.2,0.0,1,0,40,44,90.9,1,26,0,0,0,2024-11-24
Milan Badelj,Genoa,47,CRO,CM,35,90,0,0,0,0,0,0,0,0,79,5,1,1,0.0,0.0,0.6,2,0,56,68,82.4,3,46,0,1,1,2024-11-24
Morten Thorsby,Genoa,2,NOR,CM,28,90,0,1,0,0,2,0,0,0,48,2,0,1,0.1,0.1,0.2,4,1,26,34,76.5,5,21,2,1,0,2024-11-24
Aarón Martín,Genoa,3,ESP,LB and LW,27,88,0,0,0,0,0,0,1,0,59,1,0,0,0.0,0.0,0.2,5,0,42,54,77.8,2,28,0,2,2,2024-11-24
Vitinha,Genoa,9,POR,FW,24,2,0,0,0,0,2,0,0,0,4,0,0,0,0.1,0.1,0.0,0,0,1,2,50.0,0,1,1,0,0,2024-11-24
